#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-10-30T19:26:32 [V7.4.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-10-30T19:26:32	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-out.src=VII/257/2mig&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=VII/257/2mig&-out=2MIG&-out=2M&-out=RAJ2000&-out=DEJ2000&-out=Name&-out=r&-out=Ksmag&-out=2s&-out=HRV&-out=T&-out=N&-out=Comm&-out=NED&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7257
#Name: VII/257
#Title: 2MASS-selected Isolated Galaxies (2MIG) (Karachentseva+, 2010)
#INFO	ivoid=ivo://cds.vizier/vii/257	    IVOID of underlying data collection
#INFO	creator=Karachentseva V.E.	    First author or institution
#INFO	cites=bibcode:2010AstBu..65....1K	    Article or Data origin sources
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/257	    Dataset landing page
#INFO	publication_date=2018-01-02	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_257_2mig:
#Name: VII/257/2mig
#Title: 2MASS-selected Isolated Galaxies Catalog (2MIG)
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	2MIG	(I4)	Galaxy number	[ucd=meta.id;meta.main]
#Column	2M	(A2)	Display the 2MASSX data (Cat. VII/233)	[ucd=meta.ref.url]
#Column	RAJ2000	(A11)	Right Ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	Name	(a16)	Galaxy name in the known catalogs	[ucd=meta.id]
#Column	r	(F5.1)	K-band fiducial elliptical Kron radius	[ucd=phys.angSize;em.IR.K]
#Column	Ksmag	(F5.2)	Ks-band fiducial elliptical Kron magnitude	[ucd=phot.mag;em.IR.K]
#Column	2s	(I3)	Dimensionless "separation" between isolated galaxy and its nearest significant neighbour	[ucd=pos.angDistance]
#Column	HRV	(I5)	? Heliocentric radial velocity taken from LEDA or NED databases	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	T	(I2)	Morphological type in de Vaucouleurs' scale (T=-2 is any elliptical galaxies)	[ucd=src.morph.type]
#Column	N	(I1)	? Number of significant neighbours of the isolated galaxy detected during our additional inspection on DSS (1)	[ucd=meta.number]
#Column	Comm	(a34)	? Comments (2)	[ucd=meta.note]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=]
_RAJ2000	_DEJ2000	2MIG	2M	RAJ2000	DEJ2000	Name	r	Ksmag	2s	HRV	T	N	Comm	NED
018.6591250	-40.8757222	 138	2M	01 14 38.19	-40 52 32.6	PGC131025       	 15.1	11.54	 80	10100	 0	1	                                  	NED
018.8188750	 -1.6260833	 139	2M	01 15 16.53	-01 37 33.9	NGC0448         	 40.1	 9.43	 73	 1922	 0	2	                                  	NED
018.9179167	+56.8954167	 140	2M	01 15 40.30	+56 53 43.5	PGC166398       	 19.1	11.11	 65	 4966	 1	 	IRAS                              	NED
018.9285833	+55.9965278	 141	2M	01 15 42.86	+55 59 47.5	PGC137678       	 22.4	11.22	 66	     	 3	 	                                  	NED
019.5341250	 -2.5676667	 142	2M	01 18 08.19	-02 34 03.6	MCG-01-04-024   	 15.4	11.83	105	 5339	 2	1	                                  	NED
019.5369167	+11.3817500	 143	2M	01 18 08.86	+11 22 54.3	UGC00833        	 34.6	10.89	 95	 5193	 6	 	Bar,pec,KIG49                     	NED
020.1258750	+65.4181944	 144	2M	01 20 30.21	+65 25 05.5	PGC137634       	 40.1	 9.96	 84	     	 4	 	IRAS                              	NED
020.3240000	-22.8006667	 145	2M	01 21 17.76	-22 48 02.4	ESO476-005      	 51.8	 9.91	 96	 5913	 4	 	Bar,ring,HII,IRAS                 	NED
020.4036250	-39.9123333	 146	2M	01 21 36.87	-39 54 44.4	ESO296-014      	 24.5	11.92	 61	 6388	 5	 	                                  	NED
020.4306667	+78.6278056	 147	2M	01 21 43.36	+78 37 40.1	UGC00863        	 31.2	10.90	124	 4175	 6	 	IRAS                              	NED
020.6459167	 -4.2350833	 148	2M	01 22 35.02	-04 14 06.3	PGC170010       	 16.3	11.13	 62	11775	-2	 	                                  	NED
020.7621667	-43.1279167	 149	2M	01 23 02.92	-43 07 40.5	ESO244-023      	 24.4	10.61	 81	 7171	 1	 	Pec                               	NED
020.7814583	-70.0785833	 150	2M	01 23 07.55	-70 04 42.9	PGC275540       	 16.5	11.69	 75	     	-2	 	                                  	NED
020.8411667	+52.3396389	 151	2M	01 23 21.88	+52 20 22.7	PGC2412511      	 20.3	11.75	 61	     	 4	 	                                  	NED
021.0162500	+12.9173333	 152	2M	01 24 03.90	+12 55 02.4	NGC0514         	 51.5	 9.65	 96	 2471	 5	 	Bar,IRAS                          	NED
021.1030000	-24.1132778	 153	2M	01 24 24.72	-24 06 47.8	MCG-04-04-007   	 21.0	11.48	 91	11195	 3	3	Bar,IRAS                          	NED
021.1237083	+56.1821111	 154	2M	01 24 29.69	+56 10 55.6	PGC89894        	 46.1	10.37	102	 5409	 1	1	IRAS                              	NED
021.2200000	-11.5892500	 155	2M	01 24 52.80	-11 35 21.3	MCG-02-04-044   	 19.6	10.77	 71	10260	 3	 	IRAS                              	NED
021.4845833	+16.6018333	 156	2M	01 25 56.30	+16 36 06.6	IC1702          	 28.4	11.05	 76	 4131	 6	1	IRAS                              	NED
021.7870000	-20.0366389	 157	2M	01 27 08.88	-20 02 11.9	NGC0540         	 16.6	11.64	 61	10103	 1	 	Bar                               	NED
022.2226250	+13.7925556	 158	2M	01 28 53.43	+13 47 33.2	UGC01057        	 23.7	11.37	102	 6335	 5	 	NLAGN,Vc                          	NED
022.2622500	+32.3321944	 159	2M	01 29 02.94	+32 19 55.9	NGC0566         	 22.3	10.73	 73	 5386	 0	 	Vc                                	NED
022.6189167	-22.6671944	 160	2M	01 30 28.54	-22 40 01.9	NGC0578         	 79.6	 9.00	113	 1628	 5	 	Bar,IRAS,Vc                       	NED
022.6743333	-37.7213056	 161	2M	01 30 41.84	-37 43 16.7	ESO296-035      	 22.9	11.54	 69	 9491	 4	 	Bar,pec,AM0128-375,IRAS           	NED
022.6943333	+21.4404167	 162	2M	01 30 46.64	+21 26 25.5	NGC0575         	 39.7	10.97	 69	 3142	 5	 	Bar,KIG53                         	NED
022.7935417	 +9.9506944	 163	2M	01 31 10.45	+09 57 02.5	CGCG436-068     	 22.4	11.05	 68	 9499	 1	 	                                  	NED
022.8039167	+67.5865278	 164	2M	01 31 12.94	+67 35 11.5	PGC2796587      	 16.0	11.52	141	     	 2	1	                                  	NED
022.9254167	 -0.9328889	 165	2M	01 31 42.10	-00 55 58.4	NGC0585         	 54.2	 9.46	 67	 5431	 2	 	IRAS,Vc                           	NED
023.0029167	-85.1776667	 166	2M	01 32 00.70	-85 10 39.6	ESO003-001      	 31.9	 9.82	 91	 4043	 0	 	Bar,ring,IRAS                     	NED
023.0092083	-53.8613333	 167	2M	01 32 02.21	-53 51 40.8	ESO152-007      	 17.1	11.94	 72	15601	 6	3	                                  	NED
023.0859583	+32.7578889	 168	2M	01 32 20.63	+32 45 28.4	MCG+05-04-068   	 20.0	11.86	 61	     	 3	 	                                  	NED
023.1465417	+49.4048056	 169	2M	01 32 35.17	+49 24 17.3	CGCG551-023     	 26.8	10.85	 61	 5171	 5	 	Bar,pec,IRAS                      	NED
023.3922500	+12.5855000	 170	2M	01 33 34.14	+12 35 07.8	IC1715          	 15.3	12.00	 79	 4180	 9	 	KIG54,IRAS                        	NED
023.5582917	+32.0423611	 171	2M	01 34 13.99	+32 02 32.5	CGCG502-111     	 20.1	10.89	 78	13299	 1	 	Bar,ring                          	NED
023.7597917	+41.2481389	 172	2M	01 35 02.35	+41 14 53.3	NGC0605         	 28.7	10.14	 67	 5090	 0	 	                                  	NED
023.7692917	-41.4361944	 173	2M	01 35 04.63	-41 26 10.3	NGC0625         	 67.2	 9.34	128	  389	 9	 	Bar,IRAS                          	NED
023.7941250	+21.9012222	 174	2M	01 35 10.59	+21 54 04.4	CGCG481-11      	 16.1	11.28	 64	14173	 3	 	HII,LINER,KIG55,IRAS              	NED
024.0005417	 +0.6633611	 175	2M	01 36 00.13	+00 39 48.1	NGC0622         	 31.8	10.54	116	 5162	 3	 	Bar,sbrst,KIG56,MRK571,IRAS       	NED
024.1359583	+39.9227778	 176	2M	01 36 32.63	+39 55 22.0	UGC01145        	 25.5	11.38	108	 5692	 3	 	Bar,IRAS                          	NED
024.3206250	+28.8904444	 177	2M	01 37 16.95	+28 53 25.6	UGC01154        	 17.0	11.64	 66	 7756	 5	 	IRAS                              	NED
024.3997083	-33.9240278	 178	2M	01 37 35.93	-33 55 26.5	IC1719          	 28.2	 9.95	 66	 5775	 0	 	Vc                                	NED
024.5274167	+36.9463056	 179	2M	01 38 06.58	+36 56 46.7	CGCG521-058     	 21.9	11.78	 79	 5263	 5	 	                                  	NED
024.5644583	+41.6540833	 180	2M	01 38 15.47	+41 39 14.7	UGC01162        	 28.6	11.17	 91	11131	 3	 	Bar,ring                          	NED
024.5868333	 +7.5340833	 181	2M	01 38 20.84	+07 32 02.7	UGC01167        	 30.0	11.15	 62	 4301	 6	 	KIG59                             	NED
024.8936250	-12.0761389	 182	2M	01 39 34.47	-12 04 34.1	MGC-02-05-032   	 29.1	11.53	 98	 5521	 3	 	                                  	NED
024.9202083	+55.1319167	 183	2M	01 39 40.85	+55 07 54.9	PGC138032       	 16.7	11.37	 69	     	 1	 	IRAS                              	NED
025.0910833	+37.2082222	 184	2M	01 40 21.86	+37 12 29.6	CGCG521-065     	 19.0	11.52	 70	 5099	 2	 	                                  	NED
025.1292083	-32.7013889	 185	2M	01 40 31.01	-32 42 05.0	MCG-06-04-065   	 19.1	10.97	 79	 4984	 0	 	                                  	NED
025.1487917	-33.6213889	 186	2M	01 40 35.71	-33 37 17.0	ESO353-031      	 21.9	10.83	 79	 8820	 0	 	Vc                                	NED
025.1742917	+20.8398333	 187	2M	01 40 41.83	+20 50 23.4	CGCG460-018     	 16.0	11.48	 69	10533	 1	2	IRAS                              	NED
025.2795833	 -5.5680833	 188	2M	01 41 07.10	-05 34 05.1	MCG-01-05-017   	 24.4	11.41	 72	 1506	 8	2	Bar                               	NED
025.3962083	-89.3344722	 189	2M	01 41 35.09	-89 20 04.1	NGC2573         	 33.6	11.08	 87	 2288	 5	 	Pec,IRAS                          	NED
025.4955417	-31.0093889	 190	2M	01 41 58.93	-31 00 33.8	ESO413-024      	 36.8	10.12	 70	 5979	 1	2	                                  	NED
025.5708333	-47.5300000	 191	2M	01 42 17.00	-47 31 48.0	ESO196-019      	 25.7	11.00	 76	 6750	 2	2	Bar,IRAS                          	NED
025.6056667	-16.3003333	 192	2M	01 42 25.36	-16 18 01.2	IC0149          	 25.3	10.54	109	 5512	 1	 	                                  	NED
025.6762500	-18.2268333	 193	2M	01 42 42.30	-18 13 36.6	ESO543-012      	 27.9	11.18	 62	 4928	 3	1	Bar,ring                          	NED
025.8090417	 +8.8893056	 194	2M	01 43 14.17	+08 53 21.5	IC1723          	 54.1	 9.89	 62	 5532	 3	 	IRAS,Vc                           	NED
026.0340000	+34.3873333	 195	2M	01 44 08.16	+34 23 14.4	UGC01212        	 20.5	10.95	 63	10749	 3	 	                                  	NED
026.1142083	+77.5111667	 196	2M	01 44 27.41	+77 30 40.2	2MFGC01310      	 17.8	11.87	 94	     	 3	1	                                  	NED
026.3252083	+11.5972500	 197	2M	01 45 18.05	+11 35 50.1	PGC1395959      	 16.6	11.56	 73	     	 1	1	                                  	NED
026.4829583	-76.4761944	 198	2M	01 45 55.91	-76 28 34.3	ESO030-003      	 27.6	10.96	 97	 6297	 3	 	IRAS                              	NED
026.6702083	+57.9020833	 199	2M	01 46 40.85	+57 54 07.5	PGC168244       	 21.0	10.56	 71	     	-2	 	                                  	NED
026.9283333	-52.7617500	 200	2M	01 47 42.80	-52 45 42.3	NGC0685         	 66.7	 9.86	122	 1359	 6	 	Bar,IRAS                          	NED
027.2338333	-23.7981944	 201	2M	01 48 56.12	-23 47 53.5	NGC0686         	 33.3	 9.35	 87	 4609	-2	 	                                  	NED
027.3210000	-32.7426667	 202	2M	01 49 17.04	-32 44 33.6	IC1734          	 38.4	10.42	 72	 4922	 5	 	Bar,IRAS                          	NED
027.4656667	-27.4666667	 203	2M	01 49 51.76	-27 28 00.0	NGC0689         	 26.4	10.38	 62	 4210	 2	 	Bar,ring,IRAS                     	NED
027.4976250	 +2.0914444	 204	2M	01 49 59.43	+02 05 29.2	UGC01293        	 20.1	10.94	 65	14165	 2	 	                                  	NED
027.6197083	-47.1659444	 205	2M	01 50 28.73	-47 09 57.4	ESO245-006      	 15.6	11.26	 67	 6210	 1	 	Ring                              	NED
027.6820000	-12.0356111	 206	2M	01 50 43.68	-12 02 08.2	NGC0699         	 27.5	11.06	 71	 5469	 5	 	Bar,HII,IRAS                      	NED
028.3021667	-12.8728056	 207	2M	01 53 12.52	-12 52 22.1	NGC0715         	 21.3	11.35	 78	 5600	 3	 	HII                               	NED
028.3054583	 +4.1959167	 208	2M	01 53 13.31	+04 11 45.3	NGC0718         	 55.6	 8.85	 97	 1721	 1	 	Bar,KIG68,IRAS                    	NED
028.5547083	 +7.8836667	 209	2M	01 54 13.13	+07 53 01.2	UGC01368        	 33.5	10.78	 90	 7942	 2	2	                                  	NED
028.6458333	+56.1657500	 210	2M	01 54 35.00	+56 09 56.7	2MFGC1443       	 24.8	11.14	 89	     	 1	 	                                  	NED
028.8158750	+10.0136389	 211	2M	01 55 15.81	+10 00 49.1	UGC01391        	 33.6	10.89	 67	 5901	 5	 	KIG71,IRAS                        	NED
028.9212917	-29.9223611	 212	2M	01 55 41.11	-29 55 20.5	NGC0749         	 51.4	 9.36	 82	 4366	 0	 	Bar,IRAS,Vc                       	NED
029.0801250	+73.2827778	 213	2M	01 56 19.23	+73 16 58.0	UGC01378        	 69.1	 8.65	117	 2936	 1	 	Bar,IRAS                          	NED
029.1853333	-43.9725278	 214	2M	01 56 44.48	-43 58 21.1	ESO245-010      	 34.0	10.96	 88	 5755	 4	 	Pec,IRAS                          	NED
029.2374583	+40.3414167	 215	2M	01 56 56.99	+40 20 29.1	UGC01418        	 40.2	 9.48	 84	 5408	 0	 	IRAS                              	NED
029.2875833	+17.7700556	 216	2M	01 57 09.02	+17 46 12.2	CGCG461-009     	 15.9	11.71	 80	 5207	 2	 	                                  	NED
029.4182083	-57.7901667	 217	2M	01 57 40.37	-57 47 24.6	NGC0782         	 49.1	 9.41	111	 6098	 3	 	Bar,ring,IRAS                     	NED
029.4273333	-67.1833333	 218	2M	01 57 42.56	-67 11 00.0	PGC127530       	 18.0	11.36	 72	     	 3	 	Pec,AM0156-672,IRAS               	NED
029.4625000	+44.9185833	 219	2M	01 57 51.00	+44 55 06.9	NGC0746         	 23.7	11.12	 78	  704	 9	 	IRAS                              	NED
029.4733750	+58.7246111	 220	2M	01 57 53.61	+58 43 28.6	PGC168258       	 19.6	11.34	 66	     	 1	 	                                  	NED
029.4947083	-38.0194444	 221	2M	01 57 58.73	-38 01 10.0	ESO297-036      	 18.5	11.90	 67	11116	 6	2	                                  	NED
029.5356250	 +2.0645000	 222	2M	01 58 08.55	+02 03 52.2	UGC01448        	 31.7	11.27	116	 6289	 6	 	KIG78,Vc                          	NED
029.7167083	-11.5146111	 223	2M	01 58 52.01	-11 30 52.6	NGC0773         	 31.3	10.03	 75	 5437	 1	 	Bar,ring,pec                      	NED
029.7526250	+86.6736111	 224	2M	01 59 00.63	+86 40 25.0	UGC01285        	 25.6	10.41	 93	 4655	 4	 	KIG66,IRAS                        	NED
029.9253333	-76.5966389	 225	2M	01 59 42.08	-76 35 47.9	PGC7542         	 19.5	11.20	 70	     	 4	1	IRAS                              	NED
030.0374583	+12.6560278	 226	2M	02 00 08.99	+12 39 21.7	NGC0781         	 36.1	10.03	 80	 3488	 2	 	KIG81,Vc                          	NED
030.1183333	+16.5596111	 227	2M	02 00 28.40	+16 33 34.6	CGCG461-022     	 16.5	11.31	 62	 9639	 1	 	                                  	NED
030.1797917	+62.7310833	 228	2M	02 00 43.15	+62 43 51.9	PGC3442486      	 19.1	11.67	 84	     	 3	 	                                  	NED
030.5501250	-28.6574722	 229	2M	02 02 12.03	-28 39 26.9	ESO414-025      	 30.9	10.75	133	 4999	 5	 	Bar                               	NED
030.5927083	-53.2706944	 230	2M	02 02 22.25	-53 16 14.5	ESO153-011      	 32.5	10.92	 63	 5915	 4	 	IRAS                              	NED
030.8729167	-62.7824167	 231	2M	02 03 29.50	-62 46 56.7	PGC127509       	 19.6	11.25	 82	 6158	 2	 	IRAS                              	NED
030.8853750	-60.8529722	 232	2M	02 03 32.49	-60 51 10.7	ESO114-023      	 21.7	11.17	 81	 8974	 3	1	Bar,ring                          	NED
030.9414583	+66.8375556	 233	2M	02 03 45.95	+66 50 15.2	2MFGC01573      	 17.7	11.53	 68	     	 0	 	IRAS                              	NED
030.9857500	-23.3115556	 234	2M	02 03 56.58	-23 18 41.6	NGC0808         	 27.6	10.21	145	 4960	 3	 	Bar,ring,IRAS                     	NED
031.3082500	 +9.9253056	 235	2M	02 05 13.98	+09 55 31.1	UGC01580        	 36.1	10.41	 64	 7764	 4	 	IRAS                              	NED
031.3609167	+31.1753333	 236	2M	02 05 26.62	+31 10 31.2	UGC01577        	 36.7	10.41	 64	 5274	 3	 	Bar,ring,KIG86,IRAS               	NED
031.4053750	 +6.7719722	 237	2M	02 05 37.29	+06 46 19.1	UGC01587        	 26.7	11.05	 74	 5658	 3	 	Pec,KIG87,IRAS                    	NED
031.4153750	+39.8394167	 238	2M	02 05 39.69	+39 50 21.9	UGC01582        	 30.5	11.66	 86	 4816	 7	 	                                  	NED
031.4177917	 -0.6949444	 239	2M	02 05 40.27	-00 41 41.8	UGC01588        	 25.2	11.57	 65	12730	 5	 	NLAGN,Vc                          	NED
031.4525833	 -5.2938333	 240	2M	02 05 48.62	-05 17 37.8	MCG-01-06-043   	 26.1	10.50	 72	 5134	 3	 	Pec,merger,HII,IRAS               	NED
031.4726667	-38.1001667	 241	2M	02 05 53.44	-38 06 00.6	MCG-06-05-026   	 15.9	11.30	 87	11713	-2	2	                                  	NED
031.4782500	+50.7376667	 242	2M	02 05 54.78	+50 44 15.6	UGC01578        	 25.3	11.25	 98	 7794	 5	 	                                  	NED
031.5666667	 -0.2914444	 243	2M	02 06 16.00	-00 17 29.2	UGC01597        	 20.8	10.66	 61	12709	 0	 	Sy1.5,MRK1018,Vc                  	NED
031.6425417	+58.9201389	 244	2M	02 06 34.21	+58 55 12.5	PGC2796927      	 22.2	10.40	 81	     	 1	 	                                  	NED
031.6525000	-31.7778889	 245	2M	02 06 36.60	-31 46 40.4	ESO414-031      	 20.9	11.41	106	10664	 3	 	Ring                              	NED
031.6830417	-56.9358333	 246	2M	02 06 43.93	-56 56 09.0	ESO153-023      	 34.0	10.56	 61	 8285	 0	2	Bar,ring                          	NED
031.8335000	-25.4418056	 247	2M	02 07 20.04	-25 26 30.5	NGC0823         	 24.2	10.08	 88	 4426	-2	 	Bar,IRAS                          	NED
032.0866250	-24.5476389	 248	2M	02 08 20.79	-24 32 51.5	ESO478-005      	 21.0	11.62	 73	 9636	 4	 	Bar,pec                           	NED
032.1040833	+14.3496944	 249	2M	02 08 24.98	+14 20 58.9	NGC0820         	 29.6	 9.84	 74	 4423	 3	 	IRAS                              	NED
032.1789167	+48.3303056	 250	2M	02 08 42.94	+48 19 49.1	2MASX           	 15.3	11.92	 71	     	 1	 	                                  	NED
032.3127917	-45.2041944	 251	2M	02 09 15.07	-45 12 15.1	PGC130208       	 17.1	11.82	 66	12995	 3	2	                                  	NED
032.3956667	-47.5660278	 252	2M	02 09 34.96	-47 33 57.7	ESO197-026      	 26.7	11.46	 67	13422	 3	 	Bar,ring,Vc                       	NED
032.5255417	-32.9398889	 253	2M	02 10 06.13	-32 56 23.6	IC1783          	 39.4	 9.57	 97	 3348	 1	 	IRAS,Vc                           	NED
032.6711667	-75.0376111	 254	2M	02 10 41.08	-75 02 15.4	ESO030-009      	 53.5	 9.94	 97	 8135	 4	 	                                  	NED
032.9452500	 -5.9153611	 255	2M	02 11 46.86	-05 54 55.3	MCG-01-06-068   	 16.0	11.50	 81	12991	 2	 	                                  	NED
032.9804583	+22.5919444	 256	2M	02 11 55.31	+22 35 31.0	MCG+04-06-010   	 18.2	10.84	 73	 9200	 0	 	                                  	NED
033.0512500	+44.5683333	 257	2M	02 12 12.30	+44 34 06.0	NGC0846         	 45.2	 9.19	 66	 5116	 2	 	Bar,IRAS                          	NED
033.1916667	+36.3033611	 258	2M	02 12 46.00	+36 18 12.1	UGC01701        	 17.1	10.91	 60	10989	 3	1	                                  	NED
033.2767500	-50.5076667	 259	2M	02 13 06.42	-50 30 27.6	PGC8492         	 16.7	11.44	 67	 6276	 1	1	                                  	NED
033.3912917	+25.8554722	 260	2M	02 13 33.91	+25 51 19.7	UGC01706        	 29.2	11.22	 83	 4791	 6	 	KIG94                             	NED
033.4707083	 -5.0966944	 261	2M	02 13 52.97	-05 05 48.1	PGC1049374      	 18.4	11.24	 79	12770	 1	1	                                  	NED
033.7692083	-20.7676944	 262	2M	02 15 04.61	-20 46 03.7	ESO544-031      	 20.8	11.09	117	15884	 1	 	                                  	NED
033.8517917	-58.5266667	 263	2M	02 15 24.43	-58 31 36.0	ESO115-001      	 21.9	11.54	 82	 9082	 5	 	IRAS                              	NED
034.0434583	-11.9266944	 264	2M	02 16 10.43	-11 55 36.1	IC0217          	 51.2	10.75	 71	 1897	 6	 	IRAS                              	NED
034.2174167	+11.7940278	 265	2M	02 16 52.18	+11 47 38.5	UGC01755        	 20.9	11.34	 82	13346	 5	 	                                  	NED
034.2479167	-35.5123611	 266	2M	02 16 59.50	-35 30 44.5	PGC170028       	 16.1	11.26	 63	 9333	-2	1	HII,IRAS                          	NED
034.3461250	+38.4138611	 267	2M	02 17 23.07	+38 24 49.9	UGC01757        	 28.6	10.27	 75	 5060	 3	 	ARK79                             	NED
034.5591250	+77.7809722	 268	2M	02 18 14.19	+77 46 51.5	2MASX           	 56.9	 9.46	172	     	 1	 	                                  	NED
034.5955833	+16.5626944	 269	2M	02 18 22.94	+16 33 45.7	PGC3090461      	 16.6	11.85	 73	     	 3	 	                                  	NED
034.7492083	 +0.3298889	 270	2M	02 18 59.81	+00 19 47.6	CGCG387-070     	 17.9	11.54	 78	 8942	 2	 	IRAS                              	NED
034.7909167	-53.3703889	 271	2M	02 19 09.82	-53 22 13.4	PGC128532       	 18.0	10.79	 61	 6312	-2	4	                                  	NED
034.8858750	-16.0697222	 272	2M	02 19 32.61	-16 04 11.0	NGC0887         	 27.7	10.52	 87	 4312	 5	 	Bar,ring,IRAS                     	NED
034.9067083	-37.8187222	 273	2M	02 19 37.61	-37 49 07.4	ESO298-028      	 29.0	10.26	104	 5062	 3	 	                                  	NED
034.9940833	-41.4031111	 274	2M	02 19 58.58	-41 24 11.2	NGC0893         	 31.0	10.09	 66	 5049	 3	 	Pec,IRAS,Vc                       	NED
035.0254167	-19.7506944	 275	2M	02 20 06.10	-19 45 02.5	ESO545-005      	 30.9	10.84	 80	 2338	 6	1	Pec,IRAS                          	NED
035.2770417	+48.9601944	 276	2M	02 21 06.49	+48 57 36.7	UGC01802        	 31.3	 9.79	118	     	-2	 	                                  	NED
035.2989583	-42.0016389	 277	2M	02 21 11.75	-42 00 05.9	ESO298-031      	 28.9	10.98	 74	 4797	 2	 	Bar,ring,pec                      	NED
035.4027917	-64.6101111	 278	2M	02 21 36.67	-64 36 36.4	ESO081-008      	 24.0	10.67	 70	 5971	 2	 	IRAS                              	NED
035.4640000	 +8.7059722	 279	2M	02 21 51.36	+08 42 21.5	PGC3091544      	 15.4	11.50	 63	     	 1	 	                                  	NED
035.4705417	-14.0775833	 280	2M	02 21 52.93	-14 04 39.3	PGC138518       	 16.5	11.69	 68	15109	 3	1	Bar,IRAS                          	NED
035.6023750	 +5.8464444	 281	2M	02 22 24.57	+05 50 47.2	CGCG414-004     	 15.9	11.38	 68	 9504	 0	 	KIG99                             	NED
035.6970833	-41.3710833	 282	2M	02 22 47.30	-41 22 15.9	IC1796          	 27.8	 9.96	 61	 5096	-2	 	Bar,Vc                            	NED
036.0754583	-79.9253611	 283	2M	02 24 18.11	-79 55 31.3	ESO014-001      	 24.8	11.69	 70	 4421	 6	1	Pec,AM0225-800,IRAS               	NED
036.1881250	-12.5644722	 284	2M	02 24 45.15	-12 33 52.1	IC0224          	 20.4	11.21	 61	 4178	 1	 	                                  	NED
036.3680833	-25.6378889	 285	2M	02 25 28.34	-25 38 16.4	ESO479-001      	 16.5	11.70	 85	 4847	 4	 	Pec,AM0223-255,Vc                 	NED
036.4580417	-53.0878333	 286	2M	02 25 49.93	-53 05 16.2	ESO153-034      	 27.5	10.00	 84	 6474	 0	 	                                  	NED
036.4592500	+18.4989167	 287	2M	02 25 50.22	+18 29 56.1	NGC0918         	 73.1	 9.06	 70	 1508	 5	 	Bar,KIG103,IRAS                   	NED
036.4610833	-11.1907500	 288	2M	02 25 50.66	-11 11 26.7	MCG-02-07-006   	 22.2	10.35	 63	 9921	 0	 	Bar,ring,HII,IRAS                 	NED
036.6603333	+50.0450833	 289	2M	02 26 38.48	+50 02 42.3	UGC01893        	 30.3	10.34	 78	 7551	 0	 	Bar                               	NED
037.0468750	 -5.8386944	 290	2M	02 28 11.25	-05 50 19.3	MCG-01-07-015   	 16.6	11.71	 81	 6108	 3	1	Pec,VV449,IRAS                    	NED
037.1250833	+51.4464444	 291	2M	02 28 30.02	+51 26 47.2	UGC01930        	 49.6	 9.50	102	 4886	 1	1	Bar,ring,pec                      	NED
037.1682083	+57.3887222	 292	2M	02 28 40.37	+57 23 19.4	PGC168301       	 18.3	11.56	 68	     	 5	 	                                  	NED
037.2150833	-41.4026389	 293	2M	02 28 51.62	-41 24 09.5	NGC0954         	 38.4	10.36	102	 5348	 5	 	Bar,IRAS37                        	NED
037.3448750	+47.4905278	 294	2M	02 29 22.77	+47 29 25.9	UGC01957        	 23.0	11.90	126	 5299	 6	 	                                  	NED
037.6501667	-31.5960556	 295	2M	02 30 36.04	-31 35 45.8	ESO415-031      	 22.4	11.87	 72	 4615	 6	 	Pec,Vc                            	NED
038.1990000	 +4.7945833	 296	2M	02 32 47.76	+04 47 40.5	CGCG414-014     	 21.3	11.59	 81	13597	 2	 	                                  	NED
038.3081250	+24.1083611	 297	2M	02 33 13.95	+24 06 30.1	2MFGC2005       	 18.8	11.67	 71	     	 4	 	                                  	NED
038.5712083	+89.3463611	 298	2M	02 34 17.09	+89 20 46.9	PGC138464       	 16.0	11.76	 97	     	 3	 	                                  	NED
