#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-07T09:37:44 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-07T09:37:44	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/649/A18/tableh1&-order=I&-out=Galaxy&-out=logMdust&-out=e_logMdust&-out=logUav&-out=e_logUav&-out=logqAF&-out=e_logqAF&-out=logMgas&-out=e_logMgas&-out=logfmol&-out=e_logfmol&-out=logMstar&-out=e_logMstar&-out=logsSFR&-out=e_logsSFR&-out=logOovHp12&-out=e_logOovHp12&-out=SimbadName&-out=_RA&-out=_DE&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36490018
#Name: J/A+A/649/A18
#Title: Nearby galaxy perspective on dust evolution (Galliano+, 2021)
#INFO	ivoid=ivo://cds.vizier/j/a+a/649/a18	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/649/a18	    IVOID of underlying data collection
#INFO	creator=Galliano F.	    First author or institution
#INFO	cites=bibcode:2021A&A...649A..18G	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/649/A18	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36490018	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-01-20	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_649_A18_tableh1:
#Name: J/A+A/649/A18/tableh1
#Title: SED fitting results
#Column	Galaxy	(a15)	Galaxy name according to the DustPedia catalog (1)	[ucd=meta.id;meta.main]
#Column	logMdust	(E11.4)	Decimal logarithm of the dust mass	[ucd=phys.mass]
#Column	e_logMdust	(E11.4)	Uncertainty on logMdust	[ucd=stat.error]
#Column	logUav	(E11.4)	Decimal logarithm of the average starlight intensity, U, in 2.2E-5W/m2	[ucd=phot.mag;em.opt.U]
#Column	e_logUav	(E11.4)	Uncertainty on logUav	[ucd=stat.error]
#Column	logqAF	(E11.4)	Decimal logarithm of the mass fraction of small a-C(:H) grains	[ucd=phys.mass]
#Column	e_logqAF	(E11.4)	Uncertainty on logqAF	[ucd=stat.error]
#Column	logMgas	(E11.4)	? Decimal logarithm of the gas mass	[ucd=phys.mass]
#Column	e_logMgas	(E11.4)	? Uncertainty on logMgas	[ucd=stat.error]
#Column	logfmol	(E11.4)	? Decimal logarithm of the mass fraction of molecular gas	[ucd=phys.mass]
#Column	e_logfmol	(E11.4)	? Uncertainty on logfmol	[ucd=stat.error]
#Column	logMstar	(E11.4)	? Decimal logarithm of the stellar mass	[ucd=phys.mass]
#Column	e_logMstar	(E11.4)	? Uncertainty on logMstar	[ucd=stat.error]
#Column	logsSFR	(E11.4)	? Decimal logarithm of the specific star formation rate	[ucd=phys.SFR]
#Column	e_logsSFR	(E11.4)	? Uncertainty on logsSFR	[ucd=stat.error]
#Column	logOovHp12	(E11.4)	? Metallicity expressed as 12+log(O/H)	[ucd=phys.abund]
#Column	e_logOovHp12	(E11.4)	? Uncertainty on 12+log(O/H)	[ucd=stat.error]
#Column	SimbadName	(a24)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Galaxy	logMdust	e_logMdust	logUav	e_logUav	logqAF	e_logqAF	logMgas	e_logMgas	logfmol	e_logfmol	logMstar	e_logMstar	logsSFR	e_logsSFR	logOovHp12	e_logOovHp12	SimbadName	_RA	_DE
NGC1374        	 5.4820e+00	 2.5704e-01	 3.8148e-01	 2.6434e-01	-8.6250e-01	 9.0328e-02	           	           	           	           	 1.0566e+01	 4.5503e-02	-1.2795e+01	 1.7218e-01	           	           	NGC1374                 	053.81916	-35.22625
IC0335         	 5.7450e+00	 2.9281e-01	 1.3128e-02	 3.0886e-01	-8.6521e-01	 1.4544e-01	           	           	           	           	 1.0236e+01	 7.4091e-02	-1.2358e+01	 3.5972e-01	           	           	IC0335                  	053.87929	-34.44710
NGC1379        	 5.8373e+00	 2.6265e-01	 2.8796e-01	 3.2460e-01	-8.8774e-01	 1.5455e-01	           	           	           	           	 1.0574e+01	 7.2419e-02	-1.2562e+01	 3.9840e-01	           	           	NGC1379                 	054.01642	-35.44117
NGC1381        	 5.6416e+00	 3.3913e-01	 3.5041e-01	 4.1513e-01	-7.7878e-01	 2.0498e-01	           	           	           	           	 1.0597e+01	 3.3396e-02	-1.2816e+01	 4.4658e-01	           	           	NGC1381                 	054.13191	-35.29521
NGC1369        	 5.2642e+00	 3.8430e-01	-2.5757e-01	 3.7175e-01	-8.9561e-01	 1.6119e-01	           	           	           	           	 9.8514e+00	 6.3520e-02	-1.2433e+01	 3.3818e-01	           	           	NGC1369                 	054.18857	-36.25627
NGC1386        	 6.6454e+00	 1.5813e-02	 8.3702e-01	 1.5639e-02	-9.6684e-01	 5.6186e-03	           	           	           	           	 1.0253e+01	 7.7828e-02	-1.1047e+01	 3.6587e-01	 8.5566e+00	 4.2347e-02	NGC1386                 	054.19266	-35.99927
NGC1380A       	 5.7278e+00	 2.4689e-01	 1.3705e-01	 2.8092e-01	-9.2102e-01	 1.3461e-01	           	           	           	           	 9.9800e+00	 4.3823e-02	-1.1989e+01	 3.8814e-01	           	           	NGC1380A                	054.19793	-34.73966
PGC013343      	 5.7677e+00	 2.8675e-01	-2.5988e-01	 3.4581e-01	-8.6988e-01	 1.5190e-01	           	           	           	           	 9.2173e+00	 7.8629e-02	-1.1706e+01	 4.1027e-01	           	           	PGC013343               	054.22631	-35.37473
NGC1387        	 6.3614e+00	 5.7371e-02	 8.4409e-01	 5.3257e-02	-1.0594e+00	 4.3788e-02	           	           	           	           	 1.0826e+01	 6.6616e-02	-1.1960e+01	 2.6575e-01	           	           	NGC1387                 	054.23764	-35.50658
NGC1389        	 6.0721e+00	 2.7858e-01	 1.5544e-01	 3.1685e-01	-8.5386e-01	 1.4891e-01	           	           	           	           	 1.0540e+01	 8.6014e-02	-1.2476e+01	 2.9301e-01	           	           	NGC1389                 	054.29893	-35.74608
ESO358-042     	 5.1307e+00	 4.8756e-01	-5.2536e-01	 4.7721e-01	-1.0726e+00	 2.1118e-01	           	           	           	           	 8.9448e+00	 9.6129e-02	           	           	           	           	ESO358-042              	054.53809	-34.51854
ESO358-043     	 6.0143e+00	 2.5645e-01	-2.6805e-01	 2.9192e-01	-9.6360e-01	 1.3602e-01	           	           	           	           	 9.2776e+00	 7.8280e-02	-1.1144e+01	 4.6016e-01	           	           	ESO358-043              	054.55666	-33.12722
NGC1399        	 5.9658e+00	 6.2904e-01	 7.3949e-01	 5.6930e-01	-4.8009e-01	 4.2131e-01	           	           	           	           	 1.1455e+01	 1.0181e-01	-1.2250e+01	 2.1093e-01	           	           	NGC1399                 	054.62118	-35.45074
NGC1404        	 5.7351e+00	 2.9542e-01	 5.9309e-01	 3.0375e-01	-7.0553e-01	 5.3294e-02	           	           	           	           	 1.1124e+01	 3.5595e-02	-1.2985e+01	 2.1999e-01	           	           	NGC1404                 	054.71632	-35.59439
NGC1427A       	 6.2286e+00	 1.2336e-01	-5.3400e-02	 1.2627e-01	-1.2950e+00	 8.3921e-02	 9.3280e+00	 4.7355e-02	           	           	 8.9657e+00	 9.1530e-02	-9.7933e+00	 1.0603e-01	 8.1294e+00	 7.5892e-03	NGC1427A                	055.03750	-35.62611
NGC1412        	 5.3945e+00	 2.5037e-01	 6.9645e-01	 2.5562e-01	-1.0219e+00	 1.2900e-01	 9.2421e+00	 1.2306e-01	           	           	 1.0111e+01	 5.7582e-02	-1.1693e+01	 4.7428e-01	           	           	NGC1412                 	055.12273	-26.86206
NGC1419        	 5.7041e+00	 2.9668e-01	-8.4210e-02	 3.1388e-01	-9.1296e-01	 1.3741e-01	           	           	           	           	 1.0063e+01	 7.2441e-02	-1.2165e+01	 2.8680e-01	           	           	NGC1419                 	055.17550	-37.51086
ESO358-050     	 5.6882e+00	 2.8403e-01	-8.5350e-02	 2.9342e-01	-9.5821e-01	 1.3072e-01	           	           	           	           	 9.7746e+00	 6.0866e-02	-1.1817e+01	 2.4950e-01	           	           	ESO358-050              	055.26503	-33.77931
ESO358-051     	 6.0924e+00	 1.9065e-01	 2.2122e-01	 1.7721e-01	-1.0909e+00	 4.2139e-02	 8.3332e+00	 1.2172e-01	           	           	 8.7509e+00	 9.2357e-02	-9.8970e+00	 1.1641e-01	 8.2623e+00	 8.4649e-03	ESO358-051              	055.38586	-34.88834
NGC1427        	 6.1911e+00	 3.7586e-01	 1.0741e-01	 3.5848e-01	-8.5699e-01	 1.5731e-01	           	           	           	           	 1.0577e+01	 4.0273e-02	-1.2423e+01	 3.8084e-01	           	           	NGC1427                 	055.58102	-35.39255
NGC1428        	 5.7286e+00	 2.9287e-01	 3.0943e-02	 2.9948e-01	-9.0707e-01	 1.4149e-01	           	           	           	           	 9.9004e+00	 3.9526e-02	-1.2370e+01	 2.9350e-01	           	           	NGC1428                 	055.59542	-35.15333
PGC013635      	 5.6978e+00	 1.9933e-01	-2.3139e-02	 2.2778e-01	-9.4293e-01	 1.1575e-01	           	           	           	           	 9.0542e+00	 6.3920e-02	-1.0843e+01	 1.2599e-01	           	           	PGC013635               	055.68876	-33.92056
ESO358-054     	 6.1574e+00	 1.4671e-01	-8.0169e-02	 1.6337e-01	-1.2737e+00	 9.4259e-02	 8.8266e+00	 3.6761e-02	           	           	 8.7488e+00	 9.3039e-02	-9.7376e+00	 1.0313e-01	 8.1336e+00	 1.0967e-02	ESO358-054              	055.75875	-36.27333
PGC166861      	 5.5921e+00	 3.2638e-01	 7.1719e-01	 3.3206e-01	-1.2991e+00	 1.7621e-01	           	           	           	           	 8.5596e+00	 2.1827e-01	           	           	           	           	PGC166861               	055.81333	+68.26111
ESO358-056     	 5.2521e+00	 2.8765e-01	 6.2672e-01	 3.2882e-01	-1.1510e+00	 1.7083e-01	           	           	           	           	 8.8217e+00	 1.0297e-01	-1.0965e+01	 4.6045e-01	           	           	ESO358-056              	055.84430	-33.94036
NGC1436        	 6.8003e+00	 4.4827e-02	-3.3787e-02	 4.7607e-02	-7.9778e-01	 2.6012e-02	 8.3957e+00	 8.3973e-02	-4.6922e-01	 1.4290e-01	 9.9303e+00	 6.6656e-02	-1.1211e+01	 2.0845e-01	 8.5608e+00	 7.0089e-03	NGC1436                 	055.90454	-35.85305
UGC02826       	 6.7084e+00	 7.0710e-02	 6.3587e-01	 7.4370e-02	-9.1627e-01	 3.3247e-02	           	           	           	           	 1.0010e+01	 8.7879e-02	-1.0681e+01	 2.3262e-01	           	           	UGC02826                	055.93989	+68.30135
ESO358-059     	 5.3372e+00	 3.6878e-01	-2.0373e-01	 3.7122e-01	-9.4405e-01	 1.5934e-01	           	           	           	           	 9.6845e+00	 7.7354e-02	-1.1866e+01	 5.0764e-01	           	           	ESO358-059              	056.26481	-35.97260
ESO358-060     	 5.0713e+00	 6.2978e-01	-1.9430e-02	 4.8091e-01	-1.4776e+00	 2.3873e-01	 7.9467e+00	 2.6066e-02	           	           	 7.5963e+00	 2.9596e-01	-9.1433e+00	 2.9784e-01	 7.8937e+00	 1.5841e-01	ESO358-060              	056.30058	-35.57092
PGC166077      	 5.1436e+00	 2.6711e-01	-5.7086e-01	 3.3277e-01	-1.1019e+00	 1.9801e-01	 6.4745e+00	 8.9955e-02	           	           	 7.1098e+00	 2.0278e-01	-9.2583e+00	 2.0756e-01	           	           	PGC166077               	056.30708	+67.86611
NGC1437B       	 6.2285e+00	 8.0064e-02	-2.0225e-01	 8.5752e-02	-9.0398e-01	 3.7058e-02	           	           	           	           	 8.7540e+00	 1.0062e-01	-1.0524e+01	 2.5947e-01	           	           	NGC1437B                	056.47860	-36.35692
ESO358-063     	 7.0532e+00	 3.0501e-02	 3.0790e-01	 2.7729e-02	-8.8955e-01	 1.3166e-02	 9.3805e+00	 5.4233e-02	-6.6213e-01	 1.4459e-01	 9.8197e+00	 8.2391e-02	-1.0204e+01	 1.6179e-01	           	           	ESO358-063              	056.57920	-34.94356
IC0342         	 7.4994e+00	 5.2848e-02	 4.3758e-01	 4.8539e-02	-9.1017e-01	 2.4504e-02	           	           	           	           	 1.0283e+01	 7.3807e-02	-9.6838e+00	 7.8685e-02	 8.5523e+00	 6.3101e-02	IC0342                  	056.70214	+68.09611
ESO358-066     	 5.4970e+00	 3.7892e-01	-1.1646e-01	 4.3050e-01	-1.0882e+00	 1.8915e-01	           	           	           	           	 8.7910e+00	 1.1564e-01	           	           	           	           	ESO358-066              	056.96945	-36.47169
ESO359-002     	 5.7215e+00	 3.8141e-01	-3.2164e-02	 4.1673e-01	-9.7750e-01	 1.6754e-01	           	           	           	           	 9.3291e+00	 1.5616e-01	-1.1246e+01	 4.3887e-01	           	           	ESO359-002              	057.65301	-35.90931
NGC1482        	 7.0734e+00	 1.1512e-02	 1.1967e+00	 9.5686e-03	-1.1135e+00	 6.8775e-03	           	           	           	           	 9.9412e+00	 9.1813e-02	-9.2370e+00	 9.6772e-02	           	           	NGC1482                 	058.66220	-20.50245
ESO549-035     	 6.3764e+00	 2.0471e-01	-4.1622e-02	 2.4988e-01	-1.0772e+00	 1.2898e-01	 9.1886e+00	 4.7771e-02	           	           	 9.1039e+00	 1.0780e-01	-9.8461e+00	 1.2606e-01	           	           	ESO549-035              	058.76646	-20.38350
NGC1510        	 5.6732e+00	 2.0491e-01	 6.0763e-01	 2.0064e-01	-1.1545e+00	 9.7200e-02	           	           	           	           	 8.7907e+00	 1.0525e-01	-9.7498e+00	 1.1515e-01	 8.2246e+00	 9.7833e-02	NGC1510                 	060.88600	-43.40016
NGC1566        	 6.7592e+00	 2.8948e-02	 6.0118e-01	 6.3392e-02	-9.5453e-01	 5.0227e-02	 9.5987e+00	 1.1017e-01	-4.8488e-01	 1.9418e-01	 9.7317e+00	 1.0891e-01	-9.9171e+00	 1.3102e-01	 8.5841e+00	 1.5906e-02	NGC1566                 	065.00167	-54.93794
UGC03016       	 6.8214e+00	 1.2271e-01	 2.3884e-01	 1.3635e-01	-8.8562e-01	 7.7165e-02	 9.0784e+00	 2.6367e-01	           	           	 9.8559e+00	 1.0633e-01	           	           	           	           	UGC03016                	065.33330	+36.76005
NGC1569        	 5.4568e+00	 1.4487e-01	 1.4597e+00	 1.4048e-01	-1.6305e+00	 6.2624e-02	 8.3257e+00	 2.2125e-02	-1.4036e+00	 1.6687e-01	 8.5166e+00	 9.4450e-02	-8.5614e+00	 9.7642e-02	 7.9592e+00	 8.8211e-02	NGC1569                 	067.70494	+64.84792
IC2085         	 6.3059e+00	 8.3748e-02	-5.8621e-02	 8.8966e-02	-9.1927e-01	 3.6968e-02	           	           	           	           	 9.2455e+00	 6.9648e-02	-1.0761e+01	 3.9193e-01	           	           	IC2085                  	067.85098	-54.41687
NGC1617        	 6.7613e+00	 5.1129e-02	 2.4987e-03	 4.9408e-02	-7.9645e-01	 2.2850e-02	           	           	           	           	 1.0648e+01	 9.5616e-02	-1.2379e+01	 5.1614e-01	           	           	NGC1617                 	067.91472	-54.60227
ESO157-047     	 5.4256e+00	 3.4837e-01	 2.7089e-01	 3.3816e-01	-1.1838e+00	 1.5044e-01	 8.8037e+00	 4.1883e-02	           	           	 8.6451e+00	 1.2834e-01	-1.0078e+01	 1.6989e-01	           	           	ESO157-047              	069.82971	-54.21150
ESO157-049     	 7.2354e+00	 1.3399e-01	 1.8017e-01	 1.2370e-01	-1.1304e+00	 1.8308e-02	 9.2851e+00	 2.0176e-02	           	           	 9.5103e+00	 8.0741e-02	-9.8174e+00	 1.1574e-01	 8.4278e+00	 9.4429e-03	ESO157-049              	069.90368	-53.01265
NGC1705        	 5.1666e+00	 1.6194e-01	 5.6908e-01	 1.5552e-01	-1.3677e+00	 1.0155e-01	 8.1992e+00	 2.1610e-02	           	           	 8.2978e+00	 9.9604e-02	-9.3956e+00	 1.0397e-01	 8.0856e+00	 1.2986e-02	NGC1705                 	073.55625	-53.36106
NGC1800        	 5.5145e+00	 8.2834e-02	 4.4429e-01	 8.3120e-02	-1.1949e+00	 2.0945e-02	 8.3803e+00	 1.5708e-02	           	           	 8.5982e+00	 9.3573e-02	-9.8727e+00	 1.1129e-01	 8.2324e+00	 6.3383e-02	NGC1800                 	076.60724	-31.95422
NGC1808        	 7.2642e+00	 2.7504e-02	 1.2267e+00	 4.4386e-02	-1.2089e+00	 2.0512e-02	 1.0614e+01	 1.1577e-01	-2.2834e-01	 1.6844e-01	 1.0421e+01	 9.5862e-02	-9.7423e+00	 1.3419e-01	           	           	NGC1808                 	076.92643	-37.51305
NGC1924        	 7.2023e+00	 3.9485e-02	 6.0982e-01	 4.2378e-02	-1.0374e+00	 2.9006e-02	 9.5613e+00	 5.3072e-02	           	           	 1.0097e+01	 7.9100e-02	-9.8764e+00	 1.8922e-01	           	           	NGC1924                 	082.00828	-05.31065
NGC2146        	 8.0830e+00	 1.0812e-02	 1.1193e+00	 1.0093e-02	-1.1124e+00	 4.5148e-03	           	           	           	           	 1.0938e+01	 9.7984e-02	-9.4459e+00	 1.5917e-01	           	           	NGC2146                 	094.65712	+78.35702
NGC2273        	 7.0953e+00	 2.0886e-02	 9.4732e-01	 2.0188e-02	-1.2069e+00	 1.0701e-02	 9.7052e+00	 6.0411e-02	-4.9142e-01	 1.5947e-01	 1.0627e+01	 8.8831e-02	-1.0451e+01	 1.9194e-01	           	           	NGC2273                 	102.53614	+60.84580
PGC2807061     	 3.3154e+00	 7.8134e-01	-8.0978e-01	 6.7385e-01	-1.2179e+00	 3.9228e-01	 7.4265e+00	 5.5208e-02	           	           	 6.8382e+00	 2.0218e-01	           	           	           	           	PGC2807061              	105.12208	-04.20833
UGC03701       	 6.7881e+00	 1.8070e-01	 8.6860e-02	 2.1581e-01	-1.1322e+00	 9.6435e-02	 9.6850e+00	 5.0986e-02	           	           	 9.5684e+00	 1.0318e-01	-9.9213e+00	 1.3272e-01	 8.3484e+00	 3.5679e-02	UGC03701                	107.92788	+72.16921
ESO428-014     	 6.1482e+00	 2.3508e-01	 1.5672e+00	 2.2543e-01	-1.0777e+00	 5.6523e-02	           	           	           	           	           	           	           	           	           	           	ESO428-014              	109.13003	-29.32469
NGC2403        	 7.1114e+00	 6.3283e-02	 4.5470e-02	 6.2624e-02	-1.0606e+00	 2.3541e-02	 9.5651e+00	 2.2405e-02	-1.2554e+00	 1.3531e-01	 9.4491e+00	 6.2310e-02	-9.5892e+00	 7.0005e-02	 8.2983e+00	 2.4708e-02	NGC2403                 	114.21415	+65.60255
ESO560-004     	 7.2159e+00	 8.4532e-02	 7.7615e-01	 8.3241e-02	-1.0654e+00	 3.4787e-02	           	           	           	           	 1.0457e+01	 1.2193e-01	           	           	           	           	ESO560-004              	114.75188	-22.04636
UGC03960       	 5.7729e+00	 3.4212e-01	 8.6406e-02	 3.7052e-01	-9.3354e-01	 1.5155e-01	           	           	           	           	 1.0070e+01	 8.4578e-02	-1.2020e+01	 3.8814e-01	           	           	UGC03960                	115.09477	+23.27499
ESO493-016     	 7.5348e+00	 6.3864e-02	 6.2329e-01	 6.3304e-02	-1.0301e+00	 3.0246e-02	           	           	           	           	 9.9934e+00	 1.2094e-01	-9.0773e+00	 1.8374e-01	           	           	ESO493-016              	117.18288	-26.24643
ESO209-009     	 7.5626e+00	 3.6641e-02	 7.4097e-02	 4.1572e-02	-9.6630e-01	 4.3020e-02	 9.6906e+00	 2.0355e-02	           	           	 1.0076e+01	 1.0417e-01	           	           	           	           	ESO209-009              	119.56254	-49.85141
IC2233         	 6.2940e+00	 1.5006e-01	-5.3691e-02	 1.4414e-01	-1.1293e+00	 1.3456e-01	 9.4623e+00	 4.8827e-02	           	           	 9.1347e+00	 4.9996e-02	-9.8154e+00	 6.0525e-02	 8.1105e+00	 4.6560e-02	IC2233                  	123.49545	+45.74215
NGC2549        	 5.7414e+00	 2.2204e-01	 4.7019e-02	 2.4462e-01	-8.7220e-01	 1.3245e-01	           	           	           	           	 1.0266e+01	 3.9813e-02	-1.2502e+01	 3.5592e-01	           	           	NGC2549                 	124.74312	+57.80306
UGC04305       	 5.2955e+00	 2.2591e-01	 1.6149e-01	 2.0704e-01	-1.5533e+00	 1.4844e-01	 8.8708e+00	 2.2176e-02	           	           	 8.2655e+00	 1.0413e-01	-9.3469e+00	 1.0855e-01	 7.8163e+00	 4.6246e-02	UGC04305                	124.77078	+70.72028
NGC2577        	 6.0582e+00	 2.7409e-01	 5.5284e-01	 2.8227e-01	-9.9836e-01	 1.4278e-01	           	           	           	           	 1.0853e+01	 5.1026e-02	           	           	           	           	NGC2577                 	125.68104	+22.55309
NGC2592        	 5.4934e+00	 3.8486e-01	-5.4594e-02	 3.7150e-01	-8.9588e-01	 1.6204e-01	           	           	           	           	 1.0464e+01	 3.0100e-02	-1.2679e+01	 3.2437e-01	           	           	NGC2592                 	126.78355	+25.97031
ESO495-021     	 6.1275e+00	 1.7843e-02	 1.3200e+00	 1.7648e-02	-1.2190e+00	 1.0356e-02	 8.4707e+00	 2.1114e-02	           	           	 8.8459e+00	 1.2092e-01	-8.8562e+00	 1.5436e-01	 8.4412e+00	 1.2315e-02	ESO495-021              	129.06329	-26.40935
UGC04483       	 4.0485e+00	 3.1652e-01	 4.3044e-01	 3.1375e-01	-1.8118e+00	 1.8344e-01	 7.5331e+00	 2.1723e-02	           	           	 6.1561e+00	 2.1731e-01	-8.5511e+00	 2.1820e-01	 7.6302e+00	 6.9256e-02	UGC04483                	129.26371	+69.77478
UGC04551       	 5.8694e+00	 3.2319e-01	 6.0063e-02	 3.4082e-01	-8.6232e-01	 1.5858e-01	           	           	           	           	 1.0500e+01	 3.6775e-02	-1.2521e+01	 3.6816e-01	           	           	UGC04551                	131.02458	+49.79397
UGC04549       	 6.8217e+00	 8.8622e-02	 1.3771e-01	 1.0068e-01	-8.9210e-01	 4.0460e-02	 9.1970e+00	 4.3268e-02	           	           	 9.4051e+00	 7.3001e-02	-9.9340e+00	 9.5440e-02	 8.4403e+00	 5.1996e-02	UGC04549                	131.08939	+58.84195
NGC2679        	 5.7813e+00	 3.7321e-01	 9.0175e-02	 3.4816e-01	-8.9544e-01	 1.6849e-01	           	           	           	           	 1.0364e+01	 5.7173e-02	-1.2499e+01	 2.1238e-01	           	           	NGC2679                 	132.88726	+30.86533
NGC2685        	 6.8063e+00	 7.6298e-02	-2.3197e-01	 8.3136e-02	-5.8425e-01	 3.7283e-02	           	           	           	           	 1.0026e+01	 5.8919e-02	-1.1195e+01	 1.4493e-01	           	           	NGC2685                 	133.89461	+58.73441
NGC2655        	 6.6509e+00	 1.0677e-01	-1.0278e-02	 9.4940e-02	-7.2891e-01	 7.6411e-02	 9.6602e+00	 8.5559e-02	           	           	 1.0506e+01	 3.3133e-02	-1.1632e+01	 1.1604e-01	           	           	NGC2655                 	133.90721	+78.22308
UGC04684       	 6.7668e+00	 1.1052e-01	 2.3880e-01	 1.1729e-01	-1.2751e+00	 6.3368e-02	 9.6480e+00	 4.5103e-03	           	           	 9.5346e+00	 1.0202e-01	-9.7254e+00	 1.0574e-01	 8.3104e+00	 5.6711e-02	UGC04684                	134.16962	+00.37512
NGC2764        	 7.3011e+00	 3.3434e-02	 6.6754e-01	 3.4851e-02	-9.9419e-01	 1.3458e-02	           	           	           	           	 1.0034e+01	 6.8457e-02	-9.8311e+00	 1.1871e-01	           	           	NGC2764                 	137.07292	+21.44334
NGC2768        	 6.4212e+00	 3.4400e-01	 2.5066e-01	 3.0284e-01	-6.7693e-01	 1.3440e-01	           	           	           	           	 1.1199e+01	 8.8805e-02	-1.2799e+01	 2.7958e-01	           	           	NGC2768                 	137.90627	+60.03721
NGC2778        	 5.4145e+00	 2.7204e-01	 8.9580e-02	 3.4332e-01	-9.6268e-01	 1.5032e-01	           	           	           	           	 1.0222e+01	 4.9227e-02	-1.2229e+01	 2.2282e-01	           	           	NGC2778                 	138.10156	+35.02754
NGC2787        	 5.5604e+00	 2.7140e-01	 2.8253e-01	 2.4173e-01	-1.0026e+00	 1.2963e-01	 9.3644e+00	 1.2864e-01	           	           	 1.0163e+01	 4.7022e-02	-1.1465e+01	 4.8449e-01	           	           	NGC2787                 	139.82752	+69.20323
IC2461         	 7.5577e+00	 4.0936e-02	 3.3751e-01	 4.6335e-02	-1.0187e+00	 2.7005e-02	 1.0009e+01	 3.5135e-02	           	           	 1.0422e+01	 7.8956e-02	-1.0442e+01	 3.0242e-01	           	           	IC2461                  	139.99179	+37.19105
NGC2841        	 7.8273e+00	 5.0668e-02	 6.5615e-02	 7.9927e-02	-6.9127e-01	 1.1667e-01	 1.0193e+01	 2.1864e-02	           	           	 1.1266e+01	 5.1018e-02	-1.1222e+01	 1.1286e-01	 8.6859e+00	 3.3578e-02	NGC2841                 	140.51106	+50.97648
NGC2853        	 6.6986e+00	 9.9940e-02	 3.6993e-02	 1.1122e-01	-9.2585e-01	 5.6210e-02	           	           	           	           	 9.4150e+00	 8.0412e-02	-1.0009e+01	 9.3743e-02	 8.4524e+00	 5.3332e-02	NGC2853                 	140.82228	+40.20027
NGC2859        	 6.9102e+00	 2.0302e-01	-2.9321e-01	 1.8231e-01	-7.5491e-01	 1.0800e-01	 1.0192e+01	 1.7582e-01	           	           	 1.0866e+01	 4.2839e-02	-1.2114e+01	 3.5586e-01	           	           	NGC2859                 	141.07729	+34.51338
NGC2915        	 5.0640e+00	 1.6980e-01	 4.0764e-01	 1.6314e-01	-1.3476e+00	 1.2025e-01	 8.7005e+00	 3.0271e-02	           	           	 8.3853e+00	 9.2031e-02	-9.7295e+00	 1.0029e-01	 8.1226e+00	 8.5053e-03	NGC2915                 	141.54805	-76.62632
NGC2907        	 7.0300e+00	 1.2072e-01	-7.2334e-02	 1.3260e-01	-8.3141e-01	 9.8008e-02	 1.0173e+01	 1.5428e-01	           	           	 1.0984e+01	 6.0781e-02	-1.1625e+01	 4.0567e-01	           	           	NGC2907                 	142.90254	-16.73477
PGC027066      	 6.8691e+00	 2.4439e-01	 5.7324e-02	 2.7628e-01	-9.5922e-01	 1.2567e-01	           	           	           	           	 9.5162e+00	 1.4920e-01	-1.0575e+01	 2.9749e-01	           	           	PGC027066               	142.97417	-16.67917
ESO373-008     	 7.0549e+00	 5.2657e-02	-2.4572e-01	 9.2848e-02	-9.7497e-01	 7.3492e-02	 9.1642e+00	 2.1130e-02	           	           	 9.4133e+00	 1.0941e-01	           	           	           	           	ESO373-008              	143.33962	-33.03351
UGC05139       	 4.5723e+00	 3.9295e-01	-7.0362e-02	 3.4675e-01	-1.4451e+00	 1.7992e-01	 8.2129e+00	 2.1755e-02	           	           	 7.5318e+00	 1.4804e-01	-9.4707e+00	 1.5069e-01	 7.9230e+00	 8.0148e-02	UGC05139                	145.13471	+71.18222
NGC2974        	 7.1600e+00	 1.1721e-01	-1.6060e-01	 1.1933e-01	-3.3770e-01	 3.1225e-02	           	           	           	           	           	           	           	           	           	           	NGC2974                 	145.63861	-03.69912
